img_id,category,question,answer,mode
synpic46970,organ,what organ system is primarily present in this image,musculoskeletal,train
synpic21862,organ,which organ system is imaged,lung mediastinum pleura,train
synpic46605,organ,what organ systems can be evaluated with this image,breast,train
synpic21598,organ,which organ system is shown in the mri,gastrointestinal,train
synpic43058,organ,what is the organ system in this image,skull and contents,train
synpic40922,organ,what organ system is evaluated primarily,skull and contents,train
synpic37392,organ,what organ system is shown in this ultrasound,genitourinary,train
synpic56776,organ,what organ system is imaged,skull and contents,train
synpic17817,organ,what organ system is evaluated primarily,lung mediastinum pleura,train
synpic41476,organ,what organ system is being imaged,lung mediastinum pleura,train
synpic28668,organ,what part of the body is being imaged here,lung mediastinum pleura,train
synpic43520,organ,what organ system is pictured here,skull and contents,train
synpic27331,organ,what part of the body does this ct scan show,lung mediastinum pleura,train
synpic56989,organ,what part of the body is being imaged here,skull and contents,train
synpic55023,organ,which organ system is imaged,skull and contents,train
synpic35805,organ,what organ system is shown in the image,skull and contents,train
synpic45987,organ,what part of the body is being imaged,spine and contents,train
synpic16080,organ,what is one organ system seen in this image,heart and great vessels,train
synpic34027,organ,the x-ray shows what organ system,spine and contents,train
synpic50055,organ,which organ is captured by this x-ray,musculoskeletal,train
synpic44983,organ,what organ system is visualized,musculoskeletal,train
synpic52890,organ,what organ system is displayed in this mri,skull and contents,train
synpic50836,organ,what organ systems can be evaluated with this ct scan,spine and contents,train
synpic100133,organ,what organ system is visualized,breast,train
synpic26675,organ,what organ system is shown in the image,gastrointestinal,train
synpic22406,organ,what organ system is primarily present in this image,genitourinary,train
synpic47956,organ,the x-ray shows what organ system,spine and contents,train
synpic26478,organ,what organ system is shown in this ct scan,heart and great vessels,train
synpic4182,organ,what organ system is displayed in this ct scan,skull and contents,train
synpic50730,organ,the ct scan shows what organ system,face sinuses and neck,train
synpic59043,organ,what is one organ system seen in this image,spine and contents,train
synpic49078,organ,what is the organ system in this image,skull and contents,train
synpic24002,organ,what organ system is imaged,genitourinary,train
synpic31222,organ,what organ is this ultrasound showing,genitourinary,train
synpic40057,organ,what part of the body does this mri show,skull and contents,train
synpic47726,organ,what organ is this image of,gastrointestinal,train
synpic27893,organ,which organ system is imaged,musculoskeletal,train
synpic52491,organ,what is the organ system in this image,spine and contents,train
synpic19574,organ,what organ system is primarily present in this image,vascular and lymphatic,train
synpic29780,organ,what organ system is being imaged,musculoskeletal,train
synpic54597,organ,what organ system is visualized,skull and contents,train
synpic31059,organ,what organ is this image of,musculoskeletal,train
synpic55377,organ,what organ system is shown in this mri,spine and contents,train
synpic40517,organ,the ultrasound shows what organ system,gastrointestinal,train
synpic50562,organ,what organ system is imaged,skull and contents,train
synpic36206,organ,what part of the body is being imaged here,face sinuses and neck,train
synpic13140,organ,what organ is this mri showing,face sinuses and neck,train
synpic39974,organ,what organ is this image of,lung mediastinum pleura,train
synpic55795,organ,what is the organ principally shown in this mri,skull and contents,train
synpic22566,organ,what organ is this ultrasound showing,gastrointestinal,train
synpic52805,organ,what organ system is shown in the image,spine and contents,train
synpic25388,organ,what organ is this ct scan showing,gastrointestinal,train
synpic33221,organ,what organ system is being imaged,skull and contents,train
synpic20214,organ,what part of the body is being imaged here,musculoskeletal,train
synpic22672,organ,what part of the body is being imaged here,genitourinary,train
synpic25217,organ,what organ system is shown in the image,heart and great vessels,train
synpic56627,organ,what organ system is being imaged,spine and contents,train
synpic52564,organ,what organ system is visualized,skull and contents,train
synpic44096,organ,which organ is captured by this mri,skull and contents,train
synpic45809,organ,which organ system is imaged,face sinuses and neck,train
synpic35309,organ,which organ system is shown in the ct scan,skull and contents,train
synpic56910,organ,what organ system is shown in this mri,spine and contents,train
synpic2363,organ,what organ system is visualized,skull and contents,train
synpic53626,organ,what organ is this image of,skull and contents,train
synpic47304,organ,what organ is this ct scan showing,spine and contents,train
synpic37679,organ,which organ is captured by this mri,spine and contents,train
synpic26555,organ,what organ system is shown in the image,vascular and lymphatic,train
synpic54034,organ,what organ system is primarily present in this image,skull and contents,train
synpic44103,organ,what is the organ system in this image,skull and contents,train
synpic24132,organ,what part of the body is being imaged here,spine and contents,train
synpic20298,organ,which organ is captured by this ultrasound,genitourinary,train
synpic33132,organ,what organ is this image of,musculoskeletal,train
synpic25988,organ,what organ system is shown in the image,vascular and lymphatic,train
synpic25564,organ,what organ system is shown in the image,skull and contents,train
synpic41177,organ,what organ system is shown in the image,skull and contents,train
synpic48966,organ,what organ system is shown in this mri,musculoskeletal,train
synpic22783,organ,what is the organ system in this image,spine and contents,train
